task,caseid,user,Activity_1,Resource_1,creator,variant,variant_index,end_timestamp,start_timestamp
Send Request for Quotation to Supplier,170,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Fluxicon Disco,Variant 29,29,2011-01-26T09:06:00.000,2011-01-26T08:45:00.000
Create Quotation comparison Map,170,Karel de Groot,Create Quotation comparison Map,Karel de Groot,Fluxicon Disco,Variant 29,29,2011-01-26T12:47:00.000,2011-01-26T09:25:00.000
Analyze Quotation Comparison Map,170,Esmana Liubiata,Analyze Quotation Comparison Map,Esmana Liubiata,Fluxicon Disco,Variant 29,29,2011-01-26T20:00:00.000,2011-01-26T19:28:00.000
Choose best option,170,Tesca Lobes,Choose best option,Tesca Lobes,Fluxicon Disco,Variant 29,29,2011-01-26T20:00:00.000,2011-01-26T20:00:00.000
Settle Conditions With Supplier,170,Karel de Groot,Settle Conditions With Supplier,Karel de Groot,Fluxicon Disco,Variant 29,29,2011-01-27T16:27:00.000,2011-01-27T02:26:00.000
Create Purchase Order,170,Karel de Groot,Create Purchase Order,Karel de Groot,Fluxicon Disco,Variant 29,29,2011-01-28T04:50:00.000,2011-01-28T04:40:00.000
Confirm Purchase Order,170,Esmeralda Clay,Confirm Purchase Order,Esmeralda Clay,Fluxicon Disco,Variant 29,29,2011-01-28T13:19:00.000,2011-01-28T13:12:00.000
Deliver Goods Services,170,Esmeralda Clay,Deliver Goods Services,Esmeralda Clay,Fluxicon Disco,Variant 29,29,2011-02-01T14:56:00.000,2011-01-31T06:41:00.000
Release Purchase Order,170,Kim Passa,Release Purchase Order,Kim Passa,Fluxicon Disco,Variant 29,29,2011-02-01T22:36:00.000,2011-02-01T22:35:00.000
Approve Purchase Order for payment,170,Magdalena Predutta,Approve Purchase Order for payment,Magdalena Predutta,Fluxicon Disco,Variant 29,29,2011-02-02T06:16:00.000,2011-02-02T06:15:00.000
Send Invoice,170,Sean Manney,Send Invoice,Sean Manney,Fluxicon Disco,Variant 29,29,2011-02-02T20:17:00.000,2011-02-02T20:17:00.000
Authorize Supplier's Invoice payment,170,Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Fluxicon Disco,Variant 29,29,2011-02-03T10:57:00.000,2011-02-03T10:57:00.000
Pay Invoice,170,Pedro Alvares,Pay Invoice,Pedro Alvares,Fluxicon Disco,Variant 29,29,2011-02-03T11:55:00.000,2011-02-03T11:49:00.000
Create Purchase Requisition,171,Anna Kaufmann,Create Purchase Requisition,Anna Kaufmann,Fluxicon Disco,Variant 1,1,2011-01-24T00:11:00.000,2011-01-23T23:59:00.000
Analyze Purchase Requisition,171,Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Fluxicon Disco,Variant 1,1,2011-01-24T18:37:00.000,2011-01-24T18:30:00.000
Create Request for Quotation,171,Maris Freeman,Create Request for Quotation,Maris Freeman,Fluxicon Disco,Variant 1,1,2011-01-24T18:44:00.000,2011-01-24T18:42:00.000
Analyze Request for Quotation,171,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Fluxicon Disco,Variant 1,1,2011-01-29T02:28:00.000,2011-01-29T02:03:00.000
Send Request for Quotation to Supplier,171,Francois de Perrier,Send Request for Quotation to Supplier,Francois de Perrier,Fluxicon Disco,Variant 1,1,2011-01-30T00:25:00.000,2011-01-29T23:58:00.000
Create Quotation comparison Map,171,Karel de Groot,Create Quotation comparison Map,Karel de Groot,Fluxicon Disco,Variant 1,1,2011-01-30T06:58:00.000,2011-01-30T04:41:00.000
Analyze Quotation Comparison Map,171,Anne Olwada,Analyze Quotation Comparison Map,Anne Olwada,Fluxicon Disco,Variant 1,1,2011-01-30T13:53:00.000,2011-01-30T13:43:00.000
Choose best option,171,Kim Passa,Choose best option,Kim Passa,Fluxicon Disco,Variant 1,1,2011-01-30T13:53:00.000,2011-01-30T13:53:00.000
Settle Conditions With Supplier,171,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Fluxicon Disco,Variant 1,1,2011-01-31T14:46:00.000,2011-01-31T01:49:00.000
Create Purchase Order,171,Magdalena Predutta,Create Purchase Order,Magdalena Predutta,Fluxicon Disco,Variant 1,1,2011-01-31T15:42:00.000,2011-01-31T15:34:00.000
Confirm Purchase Order,171,Kiu Kan,Confirm Purchase Order,Kiu Kan,Fluxicon Disco,Variant 1,1,2011-02-01T02:06:00.000,2011-02-01T01:33:00.000
Deliver Goods Services,171,Sean Manney,Deliver Goods Services,Sean Manney,Fluxicon Disco,Variant 1,1,2011-02-04T16:38:00.000,2011-02-02T20:17:00.000
Release Purchase Order,171,Anne Olwada,Release Purchase Order,Anne Olwada,Fluxicon Disco,Variant 1,1,2011-02-05T00:16:00.000,2011-02-05T00:15:00.000
Approve Purchase Order for payment,171,Karel de Groot,Approve Purchase Order for payment,Karel de Groot,Fluxicon Disco,Variant 1,1,2011-02-05T11:21:00.000,2011-02-05T11:20:00.000
Send Invoice,171,Kiu Kan,Send Invoice,Kiu Kan,Fluxicon Disco,Variant 1,1,2011-02-05T18:11:00.000,2011-02-05T18:11:00.000
Release Supplier's Invoice,171,Pedro Alvares,Release Supplier's Invoice,Pedro Alvares,Fluxicon Disco,Variant 1,1,2011-02-06T08:36:00.000,2011-02-06T08:30:00.000
Authorize Supplier's Invoice payment,171,Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Fluxicon Disco,Variant 1,1,2011-02-06T08:36:00.000,2011-02-06T08:36:00.000
Pay Invoice,171,Pedro Alvares,Pay Invoice,Pedro Alvares,Fluxicon Disco,Variant 1,1,2011-02-06T08:57:00.000,2011-02-06T08:46:00.000
Create Purchase Requisition,172,Tesca Lobes,Create Purchase Requisition,Tesca Lobes,Fluxicon Disco,Variant 3,3,2011-01-24T02:49:00.000,2011-01-24T02:14:00.000
Analyze Purchase Requisition,172,Heinz Gutschmidt,Analyze Purchase Requisition,Heinz Gutschmidt,Fluxicon Disco,Variant 3,3,2011-01-24T22:28:00.000,2011-01-24T22:20:00.000
Create Purchase Requisition,1722,Clement Duchot,Create Purchase Requisition,Clement Duchot,Fluxicon Disco,Variant 19,19,2011-09-07T02:22:00.000,2011-09-07T01:37:00.000
Create Request for Quotation,1722,Penn Osterwalder,Create Request for Quotation,Penn Osterwalder,Fluxicon Disco,Variant 19,19,2011-09-07T04:55:00.000,2011-09-07T04:44:00.000
Analyze Request for Quotation,1722,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Fluxicon Disco,Variant 19,19,2011-09-11T22:06:00.000,2011-09-11T21:55:00.000
Amend Request for Quotation,1722,Clement Duchot,Amend Request for Quotation,Clement Duchot,Fluxicon Disco,Variant 19,19,2011-09-11T22:55:00.000,2011-09-11T22:47:00.000
Analyze Request for Quotation,1722,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Fluxicon Disco,Variant 19,19,2011-09-12T04:07:00.000,2011-09-12T03:37:00.000
Amend Request for Quotation,1722,Alberto Duport,Amend Request for Quotation,Alberto Duport,Fluxicon Disco,Variant 19,19,2011-09-12T05:09:00.000,2011-09-12T04:56:00.000
Analyze Request for Quotation,1722,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Fluxicon Disco,Variant 19,19,2011-09-15T12:55:00.000,2011-09-15T12:27:00.000
Create Purchase Requisition,1725,Fjodor Kowalski,Create Purchase Requisition,Fjodor Kowalski,Fluxicon Disco,Variant 3,3,2011-09-07T14:17:00.000,2011-09-07T13:50:00.000
Analyze Purchase Requisition,1725,Heinz Gutschmidt,Analyze Purchase Requisition,Heinz Gutschmidt,Fluxicon Disco,Variant 3,3,2011-09-08T07:43:00.000,2011-09-08T07:38:00.000
Create Purchase Requisition,1749,Nico Ojenbeer,Create Purchase Requisition,Nico Ojenbeer,Fluxicon Disco,Variant 4,4,2011-09-11T19:32:00.000,2011-09-11T19:06:00.000
Analyze Purchase Requisition,1749,Heinz Gutschmidt,Analyze Purchase Requisition,Heinz Gutschmidt,Fluxicon Disco,Variant 4,4,2011-09-12T20:03:00.000,2011-09-12T19:55:00.000
Create Request for Quotation,1749,Francis Odell,Create Request for Quotation,Francis Odell,Fluxicon Disco,Variant 4,4,2011-09-12T20:11:00.000,2011-09-12T20:09:00.000
Analyze Request for Quotation,1749,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Fluxicon Disco,Variant 4,4,2011-09-24T20:06:00.000,2011-09-24T19:29:00.000
Create Purchase Requisition,175,Elvira Lores,Create Purchase Requisition,Elvira Lores,Fluxicon Disco,Variant 3,3,2011-01-24T12:50:00.000,2011-01-24T12:14:00.000
Analyze Purchase Requisition,175,Heinz Gutschmidt,Analyze Purchase Requisition,Heinz Gutschmidt,Fluxicon Disco,Variant 3,3,2011-01-25T07:33:00.000,2011-01-25T07:26:00.000
Create Purchase Requisition,1759,Anna Kaufmann,Create Purchase Requisition,Anna Kaufmann,Fluxicon Disco,Variant 14,14,2011-09-12T18:25:00.000,2011-09-12T17:48:00.000
Create Request for Quotation,1759,Nico Ojenbeer,Create Request for Quotation,Nico Ojenbeer,Fluxicon Disco,Variant 14,14,2011-09-12T21:38:00.000,2011-09-12T21:27:00.000
Analyze Request for Quotation,1759,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Fluxicon Disco,Variant 14,14,2011-09-13T15:19:00.000,2011-09-13T14:49:00.000
Amend Request for Quotation,1759,Clement Duchot,Amend Request for Quotation,Clement Duchot,Fluxicon Disco,Variant 14,14,2011-09-13T16:12:00.000,2011-09-13T16:03:00.000
Analyze Request for Quotation,1759,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Fluxicon Disco,Variant 14,14,2011-09-24T20:17:00.000,2011-09-24T19:41:00.000
Create Purchase Requisition,176,Kim Passa,Create Purchase Requisition,Kim Passa,Fluxicon Disco,Variant 1,1,2011-01-24T13:32:00.000,2011-01-24T12:41:00.000
Analyze Purchase Requisition,176,Maris Freeman,Analyze Purchase Requisition,Maris Freeman,Fluxicon Disco,Variant 1,1,2011-01-25T06:55:00.000,2011-01-25T06:47:00.000
Create Request for Quotation,176,Heinz Gutschmidt,Create Request for Quotation,Heinz Gutschmidt,Fluxicon Disco,Variant 1,1,2011-01-25T07:01:00.000,2011-01-25T07:00:00.000
Analyze Request for Quotation,176,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Fluxicon Disco,Variant 1,1,2011-01-26T05:12:00.000,2011-01-26T04:51:00.000
Send Request for Quotation to Supplier,176,Francois de Perrier,Send Request for Quotation to Supplier,Francois de Perrier,Fluxicon Disco,Variant 1,1,2011-01-26T20:02:00.000,2011-01-26T19:27:00.000
Create Quotation comparison Map,176,Francois de Perrier,Create Quotation comparison Map,Francois de Perrier,Fluxicon Disco,Variant 1,1,2011-01-27T00:21:00.000,2011-01-26T20:17:00.000
Analyze Quotation Comparison Map,176,Nico Ojenbeer,Analyze Quotation Comparison Map,Nico Ojenbeer,Fluxicon Disco,Variant 1,1,2011-01-27T07:11:00.000,2011-01-27T07:01:00.000
Choose best option,176,Kim Passa,Choose best option,Kim Passa,Fluxicon Disco,Variant 1,1,2011-01-27T07:11:00.000,2011-01-27T07:11:00.000
Settle Conditions With Supplier,176,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Fluxicon Disco,Variant 1,1,2011-01-28T17:58:00.000,2011-01-28T06:24:00.000
Create Purchase Order,176,Francois de Perrier,Create Purchase Order,Francois de Perrier,Fluxicon Disco,Variant 1,1,2011-01-30T13:08:00.000,2011-01-30T12:58:00.000
Confirm Purchase Order,176,Kiu Kan,Confirm Purchase Order,Kiu Kan,Fluxicon Disco,Variant 1,1,2011-01-31T23:59:00.000,2011-01-31T23:42:00.000
Deliver Goods Services,176,Esmeralda Clay,Deliver Goods Services,Esmeralda Clay,Fluxicon Disco,Variant 1,1,2011-02-03T01:12:00.000,2011-02-02T19:20:00.000
Release Purchase Order,176,Kim Passa,Release Purchase Order,Kim Passa,Fluxicon Disco,Variant 1,1,2011-02-03T09:10:00.000,2011-02-03T09:09:00.000
Approve Purchase Order for payment,176,Karel de Groot,Approve Purchase Order for payment,Karel de Groot,Fluxicon Disco,Variant 1,1,2011-02-05T14:29:00.000,2011-02-05T14:28:00.000
Send Invoice,176,Karen Clarens,Send Invoice,Karen Clarens,Fluxicon Disco,Variant 1,1,2011-02-06T06:45:00.000,2011-02-06T06:45:00.000
Release Supplier's Invoice,176,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Fluxicon Disco,Variant 1,1,2011-02-06T21:09:00.000,2011-02-06T21:05:00.000
Authorize Supplier's Invoice payment,176,Karalda Nimwada,Authorize Supplier's Invoice payment,Karalda Nimwada,Fluxicon Disco,Variant 1,1,2011-02-06T21:09:00.000,2011-02-06T21:09:00.000
Pay Invoice,176,Karalda Nimwada,Pay Invoice,Karalda Nimwada,Fluxicon Disco,Variant 1,1,2011-02-06T22:01:00.000,2011-02-06T21:55:00.000
Create Purchase Requisition,1770,Kim Passa,Create Purchase Requisition,Kim Passa,Fluxicon Disco,Variant 12,12,2011-09-13T22:25:00.000,2011-09-13T21:33:00.000
Analyze Purchase Requisition,1770,Heinz Gutschmidt,Analyze Purchase Requisition,Heinz Gutschmidt,Fluxicon Disco,Variant 12,12,2011-09-14T18:19:00.000,2011-09-14T18:13:00.000
Create Request for Quotation,1770,Maris Freeman,Create Request for Quotation,Maris Freeman,Fluxicon Disco,Variant 12,12,2011-09-14T18:27:00.000,2011-09-14T18:25:00.000
Analyze Request for Quotation,1770,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Fluxicon Disco,Variant 12,12,2011-09-15T11:52:00.000,2011-09-15T11:41:00.000
Amend Request for Quotation,1770,Francis Odell,Amend Request for Quotation,Francis Odell,Fluxicon Disco,Variant 12,12,2011-09-16T04:16:00.000,2011-09-16T03:59:00.000
Analyze Request for Quotation,1770,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Fluxicon Disco,Variant 12,12,2011-09-21T19:09:00.000,2011-09-21T18:57:00.000
Create Purchase Requisition,1773,Anna Kaufmann,Create Purchase Requisition,Anna Kaufmann,Fluxicon Disco,Variant 3,3,2011-09-14T11:48:00.000,2011-09-14T10:52:00.000
Analyze Purchase Requisition,1773,Francis Odell,Analyze Purchase Requisition,Francis Odell,Fluxicon Disco,Variant 3,3,2011-09-15T08:34:00.000,2011-09-15T08:28:00.000
Create Purchase Requisition,1789,Christian Francois,Create Purchase Requisition,Christian Francois,Fluxicon Disco,Variant 5,5,2011-09-17T22:04:00.000,2011-09-17T21:43:00.000
Create Request for Quotation,1789,Elvira Lores,Create Request for Quotation,Elvira Lores,Fluxicon Disco,Variant 5,5,2011-09-18T02:34:00.000,2011-09-18T02:24:00.000
Analyze Request for Quotation,1789,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Fluxicon Disco,Variant 5,5,2011-09-24T14:52:00.000,2011-09-24T14:44:00.000
Create Purchase Requisition,179,Alberto Duport,Create Purchase Requisition,Alberto Duport,Fluxicon Disco,Variant 9,9,2011-01-24T23:35:00.000,2011-01-24T22:54:00.000
Create Request for Quotation,179,Christian Francois,Create Request for Quotation,Christian Francois,Fluxicon Disco,Variant 9,9,2011-01-25T00:54:00.000,2011-01-25T00:46:00.000
Analyze Request for Quotation,179,Magdalena Predutta,Analyze Request for Quotation,Magdalena Predutta,Fluxicon Disco,Variant 9,9,2011-01-26T09:56:00.000,2011-01-26T09:29:00.000
Send Request for Quotation to Supplier,179,Magdalena Predutta,Send Request for Quotation to Supplier,Magdalena Predutta,Fluxicon Disco,Variant 9,9,2011-01-27T11:39:00.000,2011-01-27T11:04:00.000
Create Quotation comparison Map,179,Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Fluxicon Disco,Variant 9,9,2011-01-27T18:15:00.000,2011-01-27T14:06:00.000
Analyze Quotation Comparison Map,179,Tesca Lobes,Analyze Quotation Comparison Map,Tesca Lobes,Fluxicon Disco,Variant 9,9,2011-01-28T01:16:00.000,2011-01-28T00:56:00.000
Choose best option,179,Elvira Lores,Choose best option,Elvira Lores,Fluxicon Disco,Variant 9,9,2011-01-28T01:16:00.000,2011-01-28T01:16:00.000
Settle Conditions With Supplier,179,Francois de Perrier,Settle Conditions With Supplier,Francois de Perrier,Fluxicon Disco,Variant 9,9,2011-01-29T18:32:00.000,2011-01-29T08:37:00.000
Create Purchase Order,179,Magdalena Predutta,Create Purchase Order,Magdalena Predutta,Fluxicon Disco,Variant 9,9,2011-01-30T10:48:00.000,2011-01-30T10:37:00.000
Confirm Purchase Order,179,Carmen Finacse,Confirm Purchase Order,Carmen Finacse,Fluxicon Disco,Variant 9,9,2011-01-31T19:02:00.000,2011-01-31T18:51:00.000
Deliver Goods Services,179,Kiu Kan,Deliver Goods Services,Kiu Kan,Fluxicon Disco,Variant 9,9,2011-02-02T11:50:00.000,2011-02-01T02:32:00.000
Release Purchase Order,179,Anna Kaufmann,Release Purchase Order,Anna Kaufmann,Fluxicon Disco,Variant 9,9,2011-02-02T20:06:00.000,2011-02-02T20:05:00.000
Approve Purchase Order for payment,179,Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Fluxicon Disco,Variant 9,9,2011-02-03T02:00:00.000,2011-02-03T01:59:00.000
Send Invoice,179,Kiu Kan,Send Invoice,Kiu Kan,Fluxicon Disco,Variant 9,9,2011-02-03T18:01:00.000,2011-02-03T18:01:00.000
Release Supplier's Invoice,179,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Fluxicon Disco,Variant 9,9,2011-02-04T08:27:00.000,2011-02-04T08:22:00.000
Settle Dispute With Supplier,179,Pedro Alvares,Settle Dispute With Supplier,Pedro Alvares,Fluxicon Disco,Variant 9,9,2011-02-04T09:22:00.000,2011-02-04T08:51:00.000
Authorize Supplier's Invoice payment,179,Pedro Alvares,Authorize Supplier's Invoice payment,Pedro Alvares,Fluxicon Disco,Variant 9,9,2011-02-04T09:22:00.000,2011-02-04T09:22:00.000
Pay Invoice,179,Pedro Alvares,Pay Invoice,Pedro Alvares,Fluxicon Disco,Variant 9,9,2011-02-04T09:37:00.000,2011-02-04T09:25:00.000
Create Purchase Requisition,1796,Clement Duchot,Create Purchase Requisition,Clement Duchot,Fluxicon Disco,Variant 5,5,2011-09-19T00:15:00.000,2011-09-18T23:42:00.000
Create Request for Quotation,1796,Kim Passa,Create Request for Quotation,Kim Passa,Fluxicon Disco,Variant 5,5,2011-09-19T06:40:00.000,2011-09-19T06:32:00.000
Analyze Request for Quotation,1796,Francois de Perrier,Analyze Request for Quotation,Francois de Perrier,Fluxicon Disco,Variant 5,5,2011-09-20T01:03:00.000,2011-09-20T00:45:00.000
Create Purchase Requisition,18,Tesca Lobes,Create Purchase Requisition,Tesca Lobes,Fluxicon Disco,Variant 1,1,2011-01-03T01:52:00.000,2011-01-03T01:36:00.000
Analyze Purchase Requisition,18,Heinz Gutschmidt,Analyze Purchase Requisition,Heinz Gutschmidt,Fluxicon Disco,Variant 1,1,2011-01-04T02:49:00.000,2011-01-04T02:45:00.000
Create Request for Quotation,18,Heinz Gutschmidt,Create Request for Quotation,Heinz Gutschmidt,Fluxicon Disco,Variant 1,1,2011-01-04T02:57:00.000,2011-01-04T02:54:00.000
Analyze Request for Quotation,18,Karel de Groot,Analyze Request for Quotation,Karel de Groot,Fluxicon Disco,Variant 1,1,2011-01-04T04:36:00.000,2011-01-04T04:15:00.000
Send Request for Quotation to Supplier,18,Karel de Groot,Send Request for Quotation to Supplier,Karel de Groot,Fluxicon Disco,Variant 1,1,2011-01-04T15:44:00.000,2011-01-04T15:30:00.000
Create Quotation comparison Map,18,Magdalena Predutta,Create Quotation comparison Map,Magdalena Predutta,Fluxicon Disco,Variant 1,1,2011-01-04T21:40:00.000,2011-01-04T19:46:00.000
Analyze Quotation Comparison Map,18,Tesca Lobes,Analyze Quotation Comparison Map,Tesca Lobes,Fluxicon Disco,Variant 1,1,2011-01-05T03:57:00.000,2011-01-05T03:48:00.000
Choose best option,18,Anna Kaufmann,Choose best option,Anna Kaufmann,Fluxicon Disco,Variant 1,1,2011-01-05T03:57:00.000,2011-01-05T03:57:00.000
Settle Conditions With Supplier,18,Karel de Groot,Settle Conditions With Supplier,Karel de Groot,Fluxicon Disco,Variant 1,1,2011-01-06T13:03:00.000,2011-01-05T23:36:00.000
Create Purchase Order,18,Francois de Perrier,Create Purchase Order,Francois de Perrier,Fluxicon Disco,Variant 1,1,2011-01-06T19:46:00.000,2011-01-06T19:40:00.000
Confirm Purchase Order,18,Kiu Kan,Confirm Purchase Order,Kiu Kan,Fluxicon Disco,Variant 1,1,2011-01-07T08:19:00.000,2011-01-07T07:45:00.000
Deliver Goods Services,18,Karen Clarens,Deliver Goods Services,Karen Clarens,Fluxicon Disco,Variant 1,1,2011-01-08T22:31:00.000,2011-01-07T21:43:00.000
Release Purchase Order,18,Anne Olwada,Release Purchase Order,Anne Olwada,Fluxicon Disco,Variant 1,1,2011-01-09T05:52:00.000,2011-01-09T05:51:00.000
Approve Purchase Order for payment,18,Francois de Perrier,Approve Purchase Order for payment,Francois de Perrier,Fluxicon Disco,Variant 1,1,2011-01-09T13:10:00.000,2011-01-09T13:09:00.000
Send Invoice,18,Sean Manney,Send Invoice,Sean Manney,Fluxicon Disco,Variant 1,1,2011-01-09T21:46:00.000,2011-01-09T21:46:00.000
Release Supplier's Invoice,18,Karalda Nimwada,Release Supplier's Invoice,Karalda Nimwada,Fluxicon Disco,Variant 1,1,2011-01-10T12:12:00.000,2011-01-10T12:08:00.000
